episode,timestep,return,length,epsilon,loss,mean_q,success
0,999,-1000.0,1000,0.9810000000000088,0,0,0
1,1999,-1000.0,1000,0.9620000000000175,3.0265237001003698e-05,-1.2877197265625,0
2,2999,-1000.0,1000,0.9430000000000263,6.670231960015371e-05,-2.288985252380371,0
3,3999,-1000.0,1000,0.924000000000035,0.00024776632199063897,-3.230090618133545,0
4,4999,-1000.0,1000,0.9050000000000438,0.14871306717395782,-4.157395362854004,0
5,5999,-1000.0,1000,0.8860000000000525,0.0019251025514677167,-5.082554817199707,0
6,6999,-1000.0,1000,0.8670000000000613,0.0004398883902467787,-5.960031509399414,0
7,7999,-1000.0,1000,0.84800000000007,0.005371094681322575,-6.848978042602539,0
8,8999,-1000.0,1000,0.8290000000000788,0.0011187463533133268,-7.763744354248047,0
9,9999,-1000.0,1000,0.8100000000000875,0.002100669778883457,-8.714118957519531,0
10,10999,-1000.0,1000,0.7910000000000963,0.0028528671246021986,-9.534153938293457,0
11,11999,-1000.0,1000,0.772000000000105,0.0010712486691772938,-10.444116592407227,0
12,12999,-1000.0,1000,0.7530000000001138,0.0010681463172659278,-11.247381210327148,0
13,13999,-1000.0,1000,0.7340000000001226,0.0030068387277424335,-12.09908676147461,0
14,14999,-1000.0,1000,0.7150000000001313,0.0027029989287257195,-12.918088912963867,0
15,15999,-1000.0,1000,0.6960000000001401,0.0014117115642875433,-13.741899490356445,0
16,16999,-1000.0,1000,0.6770000000001488,0.010248305276036263,-14.508886337280273,0
17,17999,-1000.0,1000,0.6580000000001576,0.0008598566055297852,-15.269033432006836,0
18,18999,-1000.0,1000,0.6390000000001663,0.018900645896792412,-16.2757625579834,0
19,19999,-1000.0,1000,0.6200000000001751,0.03564497083425522,-16.723466873168945,0
20,20999,-1000.0,1000,0.6010000000001838,0.0026697469875216484,-17.64246368408203,0
21,21999,-1000.0,1000,0.5820000000001926,0.005630001425743103,-18.375076293945312,0
22,22662,-663.0,663,0.5694030000001984,0.016055438667535782,-19.04536247253418,1
23,23662,-1000.0,1000,0.5504030000002071,0.0068172370083630085,-19.68584442138672,0
24,24268,-606.0,606,0.5388890000002124,0.004092752002179623,-20.559627532958984,1
25,25156,-888.0,888,0.5220170000002202,0.021523673087358475,-21.292221069335938,1
26,26046,-890.0,890,0.505107000000228,0.013044971972703934,-21.709115982055664,1
27,27046,-1000.0,1000,0.48610700000023677,0.0056016468442976475,-22.309864044189453,0
28,28046,-1000.0,1000,0.4671070000002455,0.06250664591789246,-23.25918197631836,0
29,29046,-1000.0,1000,0.4481070000002543,0.00917896069586277,-23.659164428710938,0
30,29506,-460.0,460,0.4393670000002583,0.013327021151781082,-23.551834106445312,1
31,30506,-1000.0,1000,0.42036700000026705,0.00515023386105895,-24.186504364013672,0
32,31506,-1000.0,1000,0.4013670000002758,0.005142434500157833,-25.06439781188965,0
33,32506,-1000.0,1000,0.38236700000028456,0.01118173636496067,-25.554750442504883,0
34,33506,-1000.0,1000,0.3633670000002933,0.05935964733362198,-26.055559158325195,0
35,34506,-1000.0,1000,0.34436700000030207,0.02776649408042431,-26.759010314941406,0
36,35506,-1000.0,1000,0.3253670000003108,0.005528759211301804,-26.654254913330078,0
