episode,timestep,return,length,epsilon,loss,mean_q
398,113793,-184.0,184,0.05,0.24725353717803955,-49.55696105957031
399,113881,-88.0,88,0.05,0.06961648166179657,-49.86924362182617
400,113965,-84.0,84,0.05,0.15584725141525269,-49.00239562988281
401,114121,-156.0,156,0.05,0.22073642909526825,-54.573631286621094
402,114276,-155.0,155,0.05,0.1991511583328247,-49.8775634765625
403,114427,-151.0,151,0.05,0.35606878995895386,-51.450828552246094
404,114544,-117.0,117,0.05,0.3821782171726227,-52.25881576538086
405,114693,-149.0,149,0.05,0.12793906033039093,-44.702144622802734
406,114844,-151.0,151,0.05,0.18966375291347504,-50.248260498046875
407,114992,-148.0,148,0.05,0.25734877586364746,-47.74131774902344
408,115172,-180.0,180,0.05,0.1962241381406784,-51.62253952026367
409,115264,-92.0,92,0.05,0.7576562166213989,-53.41511535644531
410,115374,-110.0,110,0.05,0.1667955219745636,-51.808265686035156
411,115548,-174.0,174,0.05,0.1133657693862915,-45.680320739746094
412,115653,-105.0,105,0.05,0.4134727716445923,-51.06682205200195
413,115846,-193.0,193,0.05,1.2375783920288086,-52.725074768066406
414,115976,-130.0,130,0.05,0.16654793918132782,-48.91637420654297
415,116065,-89.0,89,0.05,0.0725928544998169,-48.33132553100586
416,116163,-98.0,98,0.05,0.181242436170578,-47.87529754638672
417,116310,-147.0,147,0.05,0.10995706915855408,-50.542869567871094
418,116445,-135.0,135,0.05,0.07393141090869904,-45.91923522949219
419,116553,-108.0,108,0.05,0.12458565086126328,-51.62091064453125
420,116711,-158.0,158,0.05,0.07678718864917755,-53.04479217529297
421,116873,-162.0,162,0.05,0.1349685937166214,-52.10142517089844
422,116991,-118.0,118,0.05,0.24976909160614014,-48.7789306640625
423,117122,-131.0,131,0.05,0.14791226387023926,-48.38691711425781
424,117273,-151.0,151,0.05,0.09301447868347168,-46.404685974121094
425,117428,-155.0,155,0.05,0.27919480204582214,-51.15081024169922
426,117580,-152.0,152,0.05,0.08094432950019836,-49.326385498046875
427,117737,-157.0,157,0.05,0.1275361180305481,-52.28710174560547
428,117858,-121.0,121,0.05,0.06851418316364288,-49.88664245605469
429,118021,-163.0,163,0.05,0.21635574102401733,-51.76472473144531
430,118194,-173.0,173,0.05,0.11242637783288956,-48.013389587402344
431,118301,-107.0,107,0.05,0.10377556085586548,-48.37332534790039
432,118400,-99.0,99,0.05,0.5645185708999634,-51.042144775390625
433,118501,-101.0,101,0.05,0.05194438248872757,-50.63410186767578
434,118612,-111.0,111,0.05,0.19109362363815308,-51.472015380859375
435,118704,-92.0,92,0.05,0.08103077858686447,-50.3487548828125
436,118855,-151.0,151,0.05,0.06795629858970642,-48.17985534667969
437,118980,-125.0,125,0.05,0.4392099380493164,-50.9962158203125
438,119152,-172.0,172,0.05,0.147664874792099,-51.69001770019531
439,119264,-112.0,112,0.05,0.0673474594950676,-53.344905853271484
440,119413,-149.0,149,0.05,0.10265704244375229,-51.75029754638672
441,119535,-122.0,122,0.05,0.07289355248212814,-52.85614776611328
442,119651,-116.0,116,0.05,0.25008147954940796,-47.567909240722656
443,119815,-164.0,164,0.05,0.315981388092041,-48.4997673034668
444,119929,-114.0,114,0.05,0.14078941941261292,-51.56520462036133
445,120081,-152.0,152,0.05,0.36369866132736206,-53.07238006591797
446,120171,-90.0,90,0.05,0.11080184578895569,-48.358299255371094
447,120269,-98.0,98,0.05,0.2527017593383789,-50.50457000732422
448,120452,-183.0,183,0.05,0.1345215141773224,-47.2352180480957
449,120629,-177.0,177,0.05,0.14355352520942688,-48.76756286621094
450,120715,-86.0,86,0.05,1.3527408838272095,-51.05385971069336
451,120843,-128.0,128,0.05,0.13162565231323242,-48.79011535644531
452,121008,-165.0,165,0.05,0.12722806632518768,-48.557640075683594
453,121139,-131.0,131,0.05,0.13232603669166565,-50.100711822509766
454,121244,-105.0,105,0.05,0.38453608751296997,-51.711647033691406
455,121405,-161.0,161,0.05,0.47499656677246094,-52.99604415893555
456,121494,-89.0,89,0.05,0.21054765582084656,-46.37192153930664
457,121616,-122.0,122,0.05,0.11148681491613388,-52.66632843017578
458,121724,-108.0,108,0.05,0.1551082730293274,-49.85462188720703
459,121887,-163.0,163,0.05,0.19869402050971985,-49.75871276855469
460,122079,-192.0,192,0.05,0.28180575370788574,-46.93429946899414
461,122245,-166.0,166,0.05,0.2089577317237854,-51.37565231323242
462,122341,-96.0,96,0.05,0.16434940695762634,-43.464752197265625
463,122471,-130.0,130,0.05,0.12149207293987274,-52.75213623046875
464,122631,-160.0,160,0.05,0.10053930431604385,-46.910430908203125
465,122718,-87.0,87,0.05,1.6781508922576904,-47.98867416381836
466,122819,-101.0,101,0.05,0.09418398141860962,-47.711143493652344
467,122913,-94.0,94,0.05,0.24984565377235413,-49.355751037597656
468,123092,-179.0,179,0.05,0.3308720886707306,-47.47651672363281
469,123185,-93.0,93,0.05,0.189299076795578,-52.02515411376953
470,123305,-120.0,120,0.05,0.07979477941989899,-48.746219635009766
471,123481,-176.0,176,0.05,0.27641457319259644,-48.63230895996094
472,123579,-98.0,98,0.05,0.09666335582733154,-46.640830993652344
473,123683,-104.0,104,0.05,0.3337613046169281,-47.154232025146484
474,123788,-105.0,105,0.05,0.11435247212648392,-51.05269241333008
475,123873,-85.0,85,0.05,0.12791597843170166,-44.70307922363281
476,123985,-112.0,112,0.05,0.10688592493534088,-46.39914321899414
477,124101,-116.0,116,0.05,0.13103318214416504,-51.30715560913086
478,124220,-119.0,119,0.05,0.12303194403648376,-52.608001708984375
479,124314,-94.0,94,0.05,0.20303179323673248,-52.32007598876953
480,124425,-111.0,111,0.05,0.19297629594802856,-50.80984878540039
481,124541,-116.0,116,0.05,0.2929753065109253,-49.90704345703125
482,124654,-113.0,113,0.05,0.16296009719371796,-47.808265686035156
483,124777,-123.0,123,0.05,0.08713771402835846,-46.545230865478516
484,124879,-102.0,102,0.05,0.22564075887203217,-48.01972579956055
485,124987,-108.0,108,0.05,0.15110161900520325,-51.814109802246094
486,125108,-121.0,121,0.05,0.4071666896343231,-50.037105560302734
487,125228,-120.0,120,0.05,0.3574773669242859,-49.05012512207031
488,125331,-103.0,103,0.05,0.1236487478017807,-53.863948822021484
489,125437,-106.0,106,0.05,0.1333458423614502,-49.495819091796875
490,125524,-87.0,87,0.05,0.0951395183801651,-54.566410064697266
491,125706,-182.0,182,0.05,0.09184049069881439,-47.431583404541016
492,125868,-162.0,162,0.05,0.1053994819521904,-45.849159240722656
493,125968,-100.0,100,0.05,0.11847783625125885,-47.81174087524414
494,126059,-91.0,91,0.05,0.18871751427650452,-49.31943893432617
495,126223,-164.0,164,0.05,0.16983693838119507,-45.1448974609375
496,126330,-107.0,107,0.05,0.22723208367824554,-47.910621643066406
497,126434,-104.0,104,0.05,0.5624006986618042,-49.98781967163086
498,126537,-103.0,103,0.05,0.4307679831981659,-49.96128463745117
499,126671,-134.0,134,0.05,0.08605951070785522,-51.5267333984375
500,126814,-143.0,143,0.05,0.09134769439697266,-53.59043884277344
501,126922,-108.0,108,0.05,0.05866963788866997,-48.2799072265625
502,127027,-105.0,105,0.05,0.14523479342460632,-47.794395446777344
503,127147,-120.0,120,0.05,0.14768767356872559,-42.657989501953125
504,127256,-109.0,109,0.05,0.15719440579414368,-50.18961715698242
505,127367,-111.0,111,0.05,0.11652541160583496,-48.263126373291016
506,127522,-155.0,155,0.05,0.21347889304161072,-50.469146728515625
507,127648,-126.0,126,0.05,0.24387626349925995,-49.315467834472656
508,127766,-118.0,118,0.05,0.13166703283786774,-49.06101989746094
509,127877,-111.0,111,0.05,0.24506142735481262,-47.143959045410156
510,128037,-160.0,160,0.05,0.152800053358078,-50.826725006103516
511,128208,-171.0,171,0.05,0.18804232776165009,-47.29524230957031
512,128314,-106.0,106,0.05,0.18063274025917053,-46.30712127685547
513,128426,-112.0,112,0.05,0.21068868041038513,-48.21747589111328
514,128541,-115.0,115,0.05,0.21306371688842773,-44.39628601074219
515,128640,-99.0,99,0.05,0.13547812402248383,-47.241294860839844
516,128797,-157.0,157,0.05,0.40715861320495605,-45.442352294921875
517,128954,-157.0,157,0.05,0.247401162981987,-50.34105682373047
518,129059,-105.0,105,0.05,0.15601882338523865,-44.3546142578125
519,129167,-108.0,108,0.05,0.23148632049560547,-49.068756103515625
520,129255,-88.0,88,0.05,0.1341889202594757,-50.90473175048828
521,129362,-107.0,107,0.05,0.16449445486068726,-44.11408996582031
522,129470,-108.0,108,0.05,0.12656165659427643,-50.710243225097656
523,129620,-150.0,150,0.05,0.10864416509866714,-49.37212371826172
524,129741,-121.0,121,0.05,0.13869476318359375,-49.55743408203125
525,129850,-109.0,109,0.05,0.18531015515327454,-49.467872619628906
526,129962,-112.0,112,0.05,0.16679559648036957,-45.54524230957031
527,130073,-111.0,111,0.05,0.28401046991348267,-48.00967788696289
528,130173,-100.0,100,0.05,0.21953578293323517,-47.39570236206055
529,130284,-111.0,111,0.05,0.08853153139352798,-44.52165222167969
530,130388,-104.0,104,0.05,0.1556575447320938,-45.843505859375
531,130548,-160.0,160,0.05,0.1237119734287262,-48.69886016845703
532,130729,-181.0,181,0.05,0.43599650263786316,-45.170387268066406
533,130841,-112.0,112,0.05,0.19089367985725403,-49.617820739746094
534,130936,-95.0,95,0.05,0.1659209430217743,-46.973289489746094
535,131025,-89.0,89,0.05,0.18700343370437622,-46.0477294921875
536,131112,-87.0,87,0.05,0.18644368648529053,-46.11852264404297
537,131220,-108.0,108,0.05,0.10401601344347,-47.36856460571289
538,131336,-116.0,116,0.05,0.16341419517993927,-42.38567352294922
539,131425,-89.0,89,0.05,0.2958058714866638,-47.40708923339844
540,131516,-91.0,91,0.05,0.11441037058830261,-49.736175537109375
541,131739,-223.0,223,0.05,0.12597565352916718,-47.20408630371094
542,131847,-108.0,108,0.05,0.11079014092683792,-53.78431701660156
543,131951,-104.0,104,0.05,0.1378282606601715,-42.637386322021484
544,132064,-113.0,113,0.05,0.3011557161808014,-45.518943786621094
545,132180,-116.0,116,0.05,0.26649802923202515,-44.17353820800781
546,132287,-107.0,107,0.05,0.2675740718841553,-46.2775993347168
547,132395,-108.0,108,0.05,0.16213268041610718,-48.10943603515625
548,132505,-110.0,110,0.05,0.5009167790412903,-45.14611053466797
549,132601,-96.0,96,0.05,0.23625384271144867,-46.663761138916016
550,132697,-96.0,96,0.05,0.08464735746383667,-47.154056549072266
551,132808,-111.0,111,0.05,0.056325461715459824,-50.521728515625
552,132974,-166.0,166,0.05,0.06651544570922852,-49.610511779785156
553,133088,-114.0,114,0.05,0.14797371625900269,-42.743595123291016
554,133214,-126.0,126,0.05,0.29419851303100586,-44.77296447753906
555,133320,-106.0,106,0.05,0.21921946108341217,-45.622093200683594
556,133429,-109.0,109,0.05,0.155582457780838,-49.138038635253906
557,133540,-111.0,111,0.05,0.07869608700275421,-44.62212371826172
558,133646,-106.0,106,0.05,0.22518306970596313,-48.480621337890625
559,133755,-109.0,109,0.05,0.3807574212551117,-45.11923599243164
560,133878,-123.0,123,0.05,0.19071242213249207,-42.41333770751953
561,133986,-108.0,108,0.05,0.21069251000881195,-46.07624053955078
562,134075,-89.0,89,0.05,0.30833134055137634,-44.204071044921875
563,134201,-126.0,126,0.05,0.1464477777481079,-43.13527297973633
564,134311,-110.0,110,0.05,0.11191512644290924,-42.52980422973633
565,134423,-112.0,112,0.05,0.10161909461021423,-48.655609130859375
566,134533,-110.0,110,0.05,0.15097960829734802,-45.38343811035156
567,134649,-116.0,116,0.05,0.1835385262966156,-43.283119201660156
568,134759,-110.0,110,0.05,0.1567365527153015,-45.594932556152344
569,134871,-112.0,112,0.05,0.25217998027801514,-44.77628707885742
570,134967,-96.0,96,0.05,0.24165460467338562,-44.75611114501953
571,135076,-109.0,109,0.05,0.34331774711608887,-39.4681510925293
572,135183,-107.0,107,0.05,0.13636457920074463,-48.879512786865234
573,135275,-92.0,92,0.05,0.27796798944473267,-45.38220977783203
574,135383,-108.0,108,0.05,0.2907273471355438,-43.84434127807617
575,135487,-104.0,104,0.05,0.11343865096569061,-44.57533264160156
576,135594,-107.0,107,0.05,0.2611837387084961,-38.45720672607422
577,135696,-102.0,102,0.05,0.3116602897644043,-45.971046447753906
578,135808,-112.0,112,0.05,0.31001514196395874,-41.763275146484375
579,135914,-106.0,106,0.05,0.3036149740219116,-48.51398849487305
580,136022,-108.0,108,0.05,0.21538619697093964,-46.06927490234375
581,136124,-102.0,102,0.05,0.12307804822921753,-50.81575012207031
582,136221,-97.0,97,0.05,0.31377390027046204,-43.761043548583984
583,136407,-186.0,186,0.05,0.06938718259334564,-46.04369354248047
584,136497,-90.0,90,0.05,0.21104058623313904,-41.87138366699219
585,136601,-104.0,104,0.05,0.21095724403858185,-45.34904479980469
586,136700,-99.0,99,0.05,0.1865735650062561,-40.178016662597656
587,136799,-99.0,99,0.05,0.12220288068056107,-42.53330993652344
588,136909,-110.0,110,0.05,0.3464585840702057,-45.96961212158203
589,136994,-85.0,85,0.05,0.16006173193454742,-47.89414596557617
590,137105,-111.0,111,0.05,0.14030981063842773,-48.65654754638672
591,137212,-107.0,107,0.05,0.37669819593429565,-42.3927001953125
592,137320,-108.0,108,0.05,0.2935768961906433,-38.699100494384766
593,137477,-157.0,157,0.05,0.10958635061979294,-43.878971099853516
594,137587,-110.0,110,0.05,0.5013387203216553,-44.55735778808594
595,137691,-104.0,104,0.05,0.2171664834022522,-48.86003494262695
596,137797,-106.0,106,0.05,0.31533682346343994,-40.78157424926758
597,137904,-107.0,107,0.05,0.33324286341667175,-41.07892608642578
598,138011,-107.0,107,0.05,0.3844009041786194,-43.664024353027344
599,138122,-111.0,111,0.05,0.24266581237316132,-43.50396728515625
600,138232,-110.0,110,0.05,0.16692285239696503,-42.939231872558594
601,138334,-102.0,102,0.05,0.09609915316104889,-46.48847198486328
602,138420,-86.0,86,0.05,0.36827248334884644,-42.47697830200195
603,138530,-110.0,110,0.05,0.325875461101532,-45.09051513671875
604,138637,-107.0,107,0.05,0.11271141469478607,-45.05699157714844
605,138744,-107.0,107,0.05,0.15184424817562103,-42.91270065307617
606,138851,-107.0,107,0.05,0.20458367466926575,-47.199241638183594
607,138967,-116.0,116,0.05,0.23922742903232574,-45.5570068359375
608,139083,-116.0,116,0.05,0.10270731151103973,-42.62442398071289
609,139192,-109.0,109,0.05,0.13260789215564728,-42.83576202392578
610,139314,-122.0,122,0.05,0.11920247972011566,-41.41777801513672
611,139411,-97.0,97,0.05,0.19802269339561462,-40.84221649169922
612,139511,-100.0,100,0.05,0.33999794721603394,-43.180084228515625
613,139613,-102.0,102,0.05,0.14873041212558746,-37.87258529663086
614,139721,-108.0,108,0.05,0.10612387955188751,-40.275184631347656
615,139828,-107.0,107,0.05,0.17521725594997406,-44.93669509887695
616,139935,-107.0,107,0.05,0.20020201802253723,-44.731327056884766
617,140054,-119.0,119,0.05,0.7567519545555115,-41.70014953613281
618,140165,-111.0,111,0.05,0.08034664392471313,-43.87792205810547
619,140257,-92.0,92,0.05,0.3030000329017639,-38.94050979614258
620,140367,-110.0,110,0.05,0.14014652371406555,-41.60970687866211
621,140478,-111.0,111,0.05,0.5243077874183655,-45.93508529663086
622,140595,-117.0,117,0.05,0.18942934274673462,-43.507633209228516
623,140697,-102.0,102,0.05,0.10321217030286789,-43.8741569519043
624,140804,-107.0,107,0.05,0.2050345242023468,-40.817039489746094
625,140912,-108.0,108,0.05,0.24193590879440308,-43.165611267089844
626,141021,-109.0,109,0.05,0.20280778408050537,-42.667579650878906
627,141127,-106.0,106,0.05,0.24303020536899567,-39.17951965332031
628,141226,-99.0,99,0.05,0.15716741979122162,-46.67887878417969
629,141336,-110.0,110,0.05,0.18371587991714478,-38.62226104736328
630,141440,-104.0,104,0.05,1.0112615823745728,-44.09016036987305
631,141545,-105.0,105,0.05,0.1341364085674286,-43.83822250366211
632,141654,-109.0,109,0.05,0.15709397196769714,-42.747371673583984
633,141762,-108.0,108,0.05,0.21953505277633667,-40.92744827270508
634,141864,-102.0,102,0.05,0.11593294143676758,-42.33661651611328
635,141971,-107.0,107,0.05,0.13262543082237244,-39.4049186706543
636,142077,-106.0,106,0.05,0.2193518429994583,-45.6110954284668
637,142198,-121.0,121,0.05,0.13524003326892853,-40.038307189941406
638,142316,-118.0,118,0.05,0.22396790981292725,-44.907833099365234
639,142411,-95.0,95,0.05,0.2279624491930008,-39.883365631103516
640,142498,-87.0,87,0.05,0.08005301654338837,-39.2246208190918
641,142610,-112.0,112,0.05,0.15141519904136658,-41.951026916503906
642,142716,-106.0,106,0.05,0.13267882168293,-41.072166442871094
643,142822,-106.0,106,0.05,0.09170718491077423,-35.49211883544922
644,142928,-106.0,106,0.05,0.2110568881034851,-44.14530944824219
645,143035,-107.0,107,0.05,0.12192279100418091,-40.74079132080078
646,143147,-112.0,112,0.05,0.26525747776031494,-37.85106658935547
647,143242,-95.0,95,0.05,0.39795517921447754,-38.50050354003906
648,143334,-92.0,92,0.05,0.1797579526901245,-44.356136322021484
649,143417,-83.0,83,0.05,0.22054719924926758,-40.10675811767578
650,143522,-105.0,105,0.05,0.25003114342689514,-43.22890853881836
651,143628,-106.0,106,0.05,0.14228364825248718,-41.98388671875
652,143735,-107.0,107,0.05,0.3505309820175171,-39.762874603271484
653,143840,-105.0,105,0.05,0.19170285761356354,-43.63300323486328
654,143930,-90.0,90,0.05,0.37629643082618713,-46.97035217285156
655,144035,-105.0,105,0.05,0.370792031288147,-40.89341735839844
656,144131,-96.0,96,0.05,0.2297593206167221,-39.79384231567383
657,144255,-124.0,124,0.05,0.09759543836116791,-42.2700080871582
658,144364,-109.0,109,0.05,0.25017374753952026,-39.99706268310547
659,144470,-106.0,106,0.05,0.11243784427642822,-39.043670654296875
660,144567,-97.0,97,0.05,0.34507113695144653,-40.730995178222656
661,144657,-90.0,90,0.05,0.06865670531988144,-42.550392150878906
662,144765,-108.0,108,0.05,0.15327078104019165,-41.27326202392578
663,144864,-99.0,99,0.05,0.23318958282470703,-41.16790771484375
664,144964,-100.0,100,0.05,0.24966204166412354,-41.46300506591797
665,145069,-105.0,105,0.05,0.2990940809249878,-41.138427734375
666,145253,-184.0,184,0.05,0.18515396118164062,-39.459495544433594
667,145337,-84.0,84,0.05,0.1844639927148819,-43.70069885253906
668,145442,-105.0,105,0.05,0.16383156180381775,-38.701995849609375
669,145549,-107.0,107,0.05,0.24487629532814026,-42.871280670166016
670,145663,-114.0,114,0.05,0.11466669291257858,-37.70118713378906
671,145768,-105.0,105,0.05,0.10559366643428802,-41.13114929199219
672,145875,-107.0,107,0.05,0.09317559748888016,-37.79532241821289
673,145981,-106.0,106,0.05,0.1671261191368103,-39.10830307006836
674,146084,-103.0,103,0.05,0.13813146948814392,-38.89403533935547
675,146269,-185.0,185,0.05,0.11496242135763168,-43.18663787841797
676,146377,-108.0,108,0.05,0.2249729484319687,-40.347354888916016
677,146486,-109.0,109,0.05,0.14352737367153168,-34.35281753540039
678,146601,-115.0,115,0.05,0.10063879191875458,-40.534393310546875
679,146714,-113.0,113,0.05,0.10430127382278442,-43.79502868652344
680,146816,-102.0,102,0.05,0.7356350421905518,-37.75102615356445
681,146922,-106.0,106,0.05,0.17957143485546112,-40.87846374511719
682,147086,-164.0,164,0.05,0.41261401772499084,-37.830177307128906
683,147195,-109.0,109,0.05,0.21252481639385223,-38.155364990234375
684,147305,-110.0,110,0.05,0.17886078357696533,-36.09270477294922
685,147416,-111.0,111,0.05,0.12668369710445404,-42.063865661621094
686,147506,-90.0,90,0.05,0.29764100909233093,-40.419559478759766
687,147671,-165.0,165,0.05,0.10120634734630585,-39.20143127441406
688,147794,-123.0,123,0.05,0.2675122916698456,-37.15403747558594
689,147908,-114.0,114,0.05,0.1538790911436081,-35.92593002319336
690,148001,-93.0,93,0.05,0.20782709121704102,-41.357093811035156
691,148167,-166.0,166,0.05,0.27492788434028625,-40.17478561401367
692,148326,-159.0,159,0.05,0.319058358669281,-36.84686279296875
693,148437,-111.0,111,0.05,0.20465907454490662,-40.80033874511719
694,148532,-95.0,95,0.05,0.29133516550064087,-37.07225036621094
695,148640,-108.0,108,0.05,0.3716099262237549,-37.06957244873047
696,148749,-109.0,109,0.05,0.12292702496051788,-41.709678649902344
697,148855,-106.0,106,0.05,0.2546105980873108,-39.19816970825195
698,148941,-86.0,86,0.05,0.19233793020248413,-40.32280731201172
699,149026,-85.0,85,0.05,0.18327732384204865,-40.449798583984375
700,149133,-107.0,107,0.05,0.36843401193618774,-37.68201446533203
701,149239,-106.0,106,0.05,0.3912806808948517,-36.94953536987305
702,149406,-167.0,167,0.05,1.0128562450408936,-41.58685302734375
703,149517,-111.0,111,0.05,0.13130569458007812,-39.004478454589844
704,149631,-114.0,114,0.05,0.20423145592212677,-37.97783660888672
705,149739,-108.0,108,0.05,0.1014467403292656,-42.69523620605469
706,149839,-100.0,100,0.05,0.21454960107803345,-42.546085357666016
707,149943,-104.0,104,0.05,0.0792669802904129,-42.033477783203125
708,150049,-106.0,106,0.05,0,0
709,150158,-109.0,109,0.05,0,0
710,150264,-106.0,106,0.05,0,0
711,150359,-95.0,95,0.05,0,0
712,150469,-110.0,110,0.05,0,0
713,150574,-105.0,105,0.05,0,0
714,150681,-107.0,107,0.05,0,0
715,150791,-110.0,110,0.05,0,0
716,150897,-106.0,106,0.05,0,0
717,150988,-91.0,91,0.05,0,0
718,151075,-87.0,87,0.05,0.15494747459888458,-43.34746170043945
719,151181,-106.0,106,0.05,0.1321006864309311,-36.84143829345703
720,151338,-157.0,157,0.05,0.1315840631723404,-39.15993881225586
721,151444,-106.0,106,0.05,0.5237995386123657,-35.262779235839844
722,151550,-106.0,106,0.05,0.1634521335363388,-40.56904602050781
723,151703,-153.0,153,0.05,0.38994014263153076,-40.674034118652344
724,151794,-91.0,91,0.05,0.1814747154712677,-40.42255401611328
725,151903,-109.0,109,0.05,0.051673028618097305,-38.65092849731445
726,152011,-108.0,108,0.05,0.30940818786621094,-35.6721305847168
727,152107,-96.0,96,0.05,0.15969279408454895,-33.810951232910156
728,152264,-157.0,157,0.05,0.2844352126121521,-38.396995544433594
729,152369,-105.0,105,0.05,0.11616777628660202,-39.81318664550781
730,152487,-118.0,118,0.05,0.1142428070306778,-35.363059997558594
731,152575,-88.0,88,0.05,0.4181959629058838,-38.9632568359375
732,152681,-106.0,106,0.05,0.22135531902313232,-36.423194885253906
733,152788,-107.0,107,0.05,0.09688533842563629,-35.8143310546875
734,152895,-107.0,107,0.05,0.41520610451698303,-36.94245147705078
735,153000,-105.0,105,0.05,0.2762245833873749,-39.283260345458984
736,153111,-111.0,111,0.05,0.18779106438159943,-42.8343620300293
737,153224,-113.0,113,0.05,0.18575896322727203,-38.73981475830078
738,153332,-108.0,108,0.05,0.23729896545410156,-41.4197998046875
739,153434,-102.0,102,0.05,0.1765119433403015,-43.154937744140625
740,153544,-110.0,110,0.05,0.35396894812583923,-38.67005920410156
741,153649,-105.0,105,0.05,0.3919370174407959,-37.55006790161133
742,153829,-180.0,180,0.05,0.1604144126176834,-36.970340728759766
743,153938,-109.0,109,0.05,0.12958106398582458,-37.136138916015625
744,154047,-109.0,109,0.05,0.1741720736026764,-33.19357681274414
745,154156,-109.0,109,0.05,0.3903420567512512,-38.91059875488281
746,154263,-107.0,107,0.05,0.25794070959091187,-37.17449188232422
747,154350,-87.0,87,0.05,0.11960224062204361,-37.26826477050781
748,154443,-93.0,93,0.05,0.12210282683372498,-36.89838409423828
749,154550,-107.0,107,0.05,0.23693282902240753,-40.35737609863281
750,154641,-91.0,91,0.05,0.19923678040504456,-40.853370666503906
751,154749,-108.0,108,0.05,0.3950711190700531,-38.4503173828125
752,154909,-160.0,160,0.05,0.1161375343799591,-40.960968017578125
753,155018,-109.0,109,0.05,0.1794624924659729,-38.27620315551758
754,155136,-118.0,118,0.05,0.09531170129776001,-39.37855529785156
755,155249,-113.0,113,0.05,0.16659274697303772,-40.84133529663086
756,155357,-108.0,108,0.05,0.1819067895412445,-39.01347351074219
757,155453,-96.0,96,0.05,0.23652863502502441,-36.90855407714844
758,155613,-160.0,160,0.05,0.2196255922317505,-39.35560989379883
759,155705,-92.0,92,0.05,0.21786931157112122,-38.20991897583008
760,155815,-110.0,110,0.05,0.21481391787528992,-40.33032989501953
761,155934,-119.0,119,0.05,0.1421440839767456,-39.228363037109375
762,156023,-89.0,89,0.05,0.32427966594696045,-41.82063293457031
763,156131,-108.0,108,0.05,0.22004392743110657,-39.53127670288086
764,156235,-104.0,104,0.05,0.45019978284835815,-34.799434661865234
765,156321,-86.0,86,0.05,0.1331641972064972,-37.622928619384766
766,156492,-171.0,171,0.05,0.1916862428188324,-38.531532287597656
767,156604,-112.0,112,0.05,0.07334625720977783,-36.52568817138672
768,156688,-84.0,84,0.05,0.19724495708942413,-40.82518768310547
769,156801,-113.0,113,0.05,0.24842774868011475,-39.73155975341797
770,156899,-98.0,98,0.05,0.157510444521904,-39.69744873046875
771,156997,-98.0,98,0.05,0.26326459646224976,-37.863731384277344
772,157103,-106.0,106,0.05,0.20408105850219727,-39.55842208862305
773,157221,-118.0,118,0.05,0.16855216026306152,-41.4581413269043
774,157329,-108.0,108,0.05,0.6611207723617554,-39.44524383544922
775,157426,-97.0,97,0.05,0.8579874634742737,-38.37797546386719
776,157516,-90.0,90,0.05,0.14357373118400574,-41.61857604980469
777,157625,-109.0,109,0.05,0.1644478142261505,-38.48164367675781
778,157742,-117.0,117,0.05,0.06153075024485588,-40.23249435424805
779,157848,-106.0,106,0.05,0.4843877851963043,-40.65167236328125
780,157953,-105.0,105,0.05,0.15628957748413086,-36.99767303466797
781,158067,-114.0,114,0.05,0.4070585370063782,-34.674835205078125
782,158162,-95.0,95,0.05,0.26739245653152466,-37.15639877319336
783,158251,-89.0,89,0.05,0.494366317987442,-37.09909439086914
784,158360,-109.0,109,0.05,0.23958858847618103,-37.890716552734375
785,158466,-106.0,106,0.05,0.07568091154098511,-36.215484619140625
786,158555,-89.0,89,0.05,0.25370311737060547,-39.561317443847656
787,158696,-141.0,141,0.05,0.2226303517818451,-38.512413024902344
788,158802,-106.0,106,0.05,0.1469341367483139,-37.74216842651367
789,158906,-104.0,104,0.05,0.48421305418014526,-39.061275482177734
790,159067,-161.0,161,0.05,0.19669751822948456,-38.030296325683594
791,159167,-100.0,100,0.05,0.21857798099517822,-40.312835693359375
792,159282,-115.0,115,0.05,0.24253013730049133,-37.363487243652344
793,159367,-85.0,85,0.05,0.23949940502643585,-41.34716796875
794,159520,-153.0,153,0.05,0.12435941398143768,-43.436004638671875
795,159653,-133.0,133,0.05,0.11637796461582184,-39.863319396972656
796,159771,-118.0,118,0.05,0.5025572776794434,-31.149459838867188
797,159857,-86.0,86,0.05,0.26837044954299927,-41.05535888671875
798,159954,-97.0,97,0.05,0.44064685702323914,-36.46979522705078
799,160065,-111.0,111,0.05,0.3316115140914917,-37.529579162597656
800,160180,-115.0,115,0.05,0.14067605137825012,-35.494354248046875
801,160357,-177.0,177,0.05,0.43625539541244507,-37.42168426513672
802,160450,-93.0,93,0.05,0.2780916690826416,-35.81663513183594
803,160559,-109.0,109,0.05,0.1896074116230011,-40.02471923828125
804,160675,-116.0,116,0.05,0.5973754525184631,-37.97161865234375
805,160777,-102.0,102,0.05,0.1955288052558899,-43.897769927978516
806,160868,-91.0,91,0.05,0.07381689548492432,-36.420806884765625
807,160978,-110.0,110,0.05,0.2893564701080322,-40.66808319091797
808,161110,-132.0,132,0.05,0.1834719032049179,-41.868385314941406
809,161199,-89.0,89,0.05,0.38237348198890686,-40.452632904052734
810,161354,-155.0,155,0.05,0.11334843188524246,-40.09013366699219
811,161441,-87.0,87,0.05,0.12866054475307465,-40.00508117675781
812,161551,-110.0,110,0.05,0.19042107462882996,-37.190635681152344
